PROB_ID,"TO_CHAR(AP.CREATED_DATE,'MM-DD-YYYYHH24:MI:SS')",SOLVE_HOURS,MICRO,UNIT,STATUS_CHK,PROB_TYPE_CHK,PROB_TYPE_DETAIL,DESCRIPTION
121586,12/10/2014 11:08,3,LI20,81,4,HARDWARE,HW Problem,"20-8 klystron voltage jumps 8 ns in time.  

Timing jumps were measured between:
MKSU and thyratron grid trigger
MKSU and SCRTD front monitor

Timing jumps were not visible between
MKSU and scope trigger

Also, the thyratron anode delay exhibits a voltage drop before the thyratron breaks down (observed at thyratron grid trigger) which is unusual.  it was observed that the entire grid trigger jumps at 8 ns, rather than just the thyratron breakdown.

"
121589,12/10/2014 12:57,0.8,LI26,81,4,HARDWARE,HW Problem,26-8: Seeing some Beam Volts Jitter.
121589,12/10/2014 12:57,4,LI26,81,4,HARDWARE,HW Problem,26-8: Seeing some Beam Volts Jitter.
121646,12/12/2014 16:52,1.5,LI02,71,4,HARDWARE,HW Problem,WGV fault on 2-7 (KLYS:LI02:71) 
121648,12/13/2014 5:58,0.5,LI22,41,4,HARDWARE,HW Problem,Klystron 22-4 has a Waveguide Vacuum fault.
119685,10/1/2014 7:54,,LI19,11,4,HARDWARE,HW Problem,19-1 has a kly stron vacuum fault
119716,10/1/2014 13:38,0.5,LI28,41,4,HARDWARE,HW Problem,"Kly. 28 - 4 is tripped on Electro-Magnet Current, Breaker, Current Tol.s Won't reset. "
119738,10/1/2014 19:50,,LI24,31,4,HARDWARE,HW Problem,"Duplicate 24-3 HVOCs with klystron vacuum bursts
"
121023,11/14/2014 23:14,1,LI14,61,4,HARDWARE,HW Problem,14-6 MOD fault
121269,11/25/2014 10:18,1,LI29,51,4,HARDWARE,HW Problem,Klystron Li29-51 tripped off and will not reset remotely.
121409,12/2/2014 12:56,0.5,LI24,21,4,HARDWARE,HW Problem,24-2: K13 ERR.  Needs to reprogram.
121699,12/16/2014 11:16,0.5,LI27,71,4,HARDWARE,HW Problem,27-7: Beam Volts Jitter
119520,9/25/2014 7:24,,LI03,51,4,HARDWARE,HW Problem,"3-5 appears to have an intermittent fire alarm, twice, maybe three times in the last 24 hours there has been a ""Supervisory Alarm"" from this modulator.  When we arrive, no trouble is found other than the Fire Alarm Latching box shows a latched fault.  We need to troubleshoot the fire wire / fire alarm circuit in the modulator."
119642,9/30/2014 7:12,,LI01,51,4,HARDWARE,HW Problem,1-5 has a ACC2 water fault
119830,10/5/2014 13:44,0.5,LI20,81,4,HARDWARE,HW Problem,station 20-8 mod fault
119906,10/7/2014 21:45,0.5,LI25,21,4,HARDWARE,HW Problem,KLYS:LI25:21:WATRERRT shows over 290 fault today. Looks like the Flow Switch is to close to it's trip point or it might be getting flaky. 
120126,10/14/2014 19:40,,LI09,61,4,HARDWARE,HW Problem,9-6 had bad T20 compartment fan.
120500,10/28/2014 6:55,1,LI21,31,4,HARDWARE,HW Problem,21-3 is unstable
120500,10/28/2014 6:55,1,LI21,31,4,HARDWARE,HW Problem,21-3 is unstable
120678,11/4/2014 9:10,0.5,LI21,21,4,HARDWARE,HW Problem,Kly. LI21 - 2 phase and amplt. jumping but beam volts are stable.
119795,10/3/2014 15:38,0.5,LI26,51,4,HARDWARE,HW Problem,"Klystron 26-5 keeps MOD faulting. We can temporarily reset it remotely, but it goes MOD fault again a minute or two afterwards. "
119832,10/5/2014 15:29,0.5,LI23,51,4,HARDWARE,HW Problem,"23-5: MOD fault, no remote reset. This station was showing a false MOD status earlier this weekend, but now the AMPL is reading 0.0 and beam volts are 12.6."
119955,10/9/2014 5:00,1,LI22,41,4,HARDWARE,HW Problem,22-4: Klystron phase does not respond properly to phase shifter commands. Did a successful FOX Home (JC).
120060,10/13/2014 13:49,,LI28,41,4,HARDWARE,HW Problem,"Klystron 28-4 electro-magnet current.
BVLT low."
120067,10/13/2014 17:36,,LI01,51,4,HARDWARE,HW Problem,"Klys LI01 - 5 PAD DAC Status = ""False"". "
120638,11/2/2014 23:15,0.5,LI22,81,4,HARDWARE,HW Problem,"Klystron 22-8 mod fault. 
"
120733,11/5/2014 14:27,0.2,LI29,31,4,HARDWARE,HW Problem,29-3 WGV no reset.
120754,11/6/2014 7:10,,LI20,93,4,HARDWARE,HW Problem,PEM had a look and even swapped the MKSU to assure that the problem was with the LLRF. No call back from AMRF.
119817,10/4/2014 18:17,,LI21,21,4,HARDWARE,HW Problem,21-2 L1X BV dropouts probably timing.
119900,10/7/2014 18:08,1.5,LI22,81,4,HARDWARE,HW Problem,22-8 needs PFN tune.  340KV with 12 amps dequing after T20 replacement. Taps at 100%
119917,10/8/2014 8:22,,LI21,51,4,HARDWARE,HW Problem,"21-5  K26 contacts need to be replaced.
         T20 input snubber assem wire badlt burnt
         Cable between despiking coil and thyratron needs to be replaced."
120247,10/17/2014 12:21,1,LI24,41,4,HARDWARE,HW Problem,24-4 has faulted several times this shift. Errors display shows two over-voltage faults and a lot of AMPL complaints.
120380,10/22/2014 12:51,1,LI03,11,4,HARDWARE,HW Problem,"3-1 HVR fault.  Won't reset..  Came up several times with ""OV"" faults as well."
119796,10/3/2014 15:43,0.8,LI30,71,4,HARDWARE,HW Problem,"Klystron 30-7 keeps MOD faulting.  We try to reset it remotely, but the beam volts do not  reach the correct value and it MOD faults again. "
120155,10/15/2014 12:10,,LI20,41,4,HARDWARE,HW Problem,FACET XTCAV W420 ion pump will not stay on. The pump can be restarted but will eventually shut down.
121101,11/19/2014 11:17,,LI22,21,4,HARDWARE,HW Problem,Station 22-2 is going haywire every several minutes.  I see several vacuum errors looking at the klystron fault count.  I occasionally see an 'MKS' fault flash on the klystron cud when this happens.
119683,10/1/2014 7:44,1,LI22,71,4,HARDWARE,HW Problem,"Klystron LI22-71 is tripped off on Mod Fault and will not reset remotely.
"
119689,10/1/2014 8:20,1,LI27,31,4,HARDWARE,HW Problem,KLYS:LI27:31:AMPL shows a drop of amplitude  at 05:46. Dropped from 52.8 down to 47.9.
119689,10/1/2014 8:20,1.5,LI27,31,4,HARDWARE,HW Problem,KLYS:LI27:31:AMPL shows a drop of amplitude  at 05:46. Dropped from 52.8 down to 47.9.
119809,10/4/2014 8:17,7,LI30,61,4,HARDWARE,HW Problem,Klystron 30-6 mod fault.
119895,10/7/2014 14:27,,LI02,61,4,HARDWARE,HW Problem,2-6 KMC fault.
119910,10/8/2014 5:45,1,LI23,51,4,HARDWARE,HW Problem,23-5 is MOD faulted.
120436,10/24/2014 11:55,,LI28,11,4,HARDWARE,HW Problem,28-1: RF AMPL Low OOT. BV and timing OK. Saturated klystron during the PAMM.
120600,10/31/2014 3:48,1.5,LI02,81,4,HARDWARE,HW Problem,Klys 2-8 phase is bouncing around like mad.  See: https://mccelog.slac.stanford.edu/elog/wbin/elog_item.php?elog_id=745947
120600,10/31/2014 3:48,2,LI02,81,4,HARDWARE,HW Problem,Klys 2-8 phase is bouncing around like mad.  See: https://mccelog.slac.stanford.edu/elog/wbin/elog_item.php?elog_id=745947
119739,10/1/2014 21:31,0.5,LI30,71,4,HARDWARE,HW Problem,30-7 beam voltage is erratic.
119799,10/3/2014 16:31,2,LI21,11,4,HARDWARE,HW Problem,"21-1 supervisory alarm and MOD fault.
PEM Security and FAC Alarm techs dispatched."
120028,10/12/2014 4:01,,LI30,71,4,HARDWARE,HW Problem,30-7: WGV fault
120028,10/12/2014 4:01,,LI30,71,4,HARDWARE,HW Problem,30-7: WGV fault
120073,10/13/2014 22:31,1,LI04,71,4,HARDWARE,HW Problem,4-7 is faulted on waveguide vacuum on purpose. Thyratron shorted reported.
119822,10/5/2014 8:09,,LI23,51,4,HARDWARE,HW Problem,"Klystron 23-5 mod fault.
"
119938,10/8/2014 15:31,,LI02,51,4,HARDWARE,HW Problem,RFS 2-5 has a waveguide vacuum fault.
119940,10/8/2014 18:00,,LI26,81,4,HARDWARE,HW Problem,"KLYS:LI26:81:WATRERRT / Flow Switch is tripping. 39 times since 1600
"
119941,10/8/2014 18:22,,LI27,11,4,HARDWARE,HW Problem,KLYS:LI27:21:WATRERRT / Flow Switch tripping off unit.
120015,10/11/2014 2:12,0.5,LI30,71,4,HARDWARE,HW Problem,30-7: WGV fault.
120038,10/13/2014 5:41,,LI20,51,4,HARDWARE,HW Problem,20-5 TCAV0 tripped on focus current fault no reset.
